Start_Date,Historical_Price,GBM_Mean_Price_Sigma,GBM_Mean_Price_EMcorrection_Sigma,CIR_Mean_Price_Sigma,GBM_Mean_Price_VolIndex,GBM_Mean_Price_EMcorrection_VolIndex,CIR_Mean_Price_VolIndex,Heston_Mean_Price_Sigma,Heston_Mean_Price_VolIndex
2023-12-06,1013.0,1065.9352103544045,1065.889593088962,1052.8839193978938,1066.048253542251,1066.0412086127285,1061.344899924136,115.0201933238228,103.21067590978184
2023-12-07,1011.2,1065.7644718419515,1065.710711756697,1052.5352276566782,1066.0068341373542,1065.9998389387376,1061.9176327597877,115.5141274515431,103.20985406929834
2023-12-08,1012.6,1065.2643874359187,1065.2495191902951,1054.1177149832934,1065.4658236852104,1065.4658236852104,1062.715889022463,115.75955829193386,103.1703586347
2023-12-11,1012.8,1065.6496474355529,1065.6352722482,1055.037965057399,1065.8147506093196,1065.8146511117711,1062.7996083411151,116.10259197953737,103.4776859518276
2023-12-12,1013.8,1065.9700114116115,1065.942025795386,1055.8506276373323,1066.169505581644,1066.1625923752824,1063.1590810267287,116.65033271646878,103.4839206065102
2023-12-13,1014.4,1067.3805015237308,1067.3525858683574,1056.8901120028115,1067.5145871165932,1067.5144249997434,1064.706116613536,117.32253833042836,103.65232144079172
2023-12-14,1014.8000000000001,1068.2822802373255,1068.2546392202876,1056.3898085322105,1068.5523995429091,1068.552167159916,1065.025925461185,117.58752525210782,103.49321772995478
2023-12-15,1015.1999999999999,1068.5312383743812,1068.516785161492,1057.9281577693969,1068.7415921621105,1068.7345987698152,1064.6889705926835,118.42494640861656,103.91434252374133
2023-12-18,1015.0,1068.5827247770758,1068.568009052887,1057.211404973248,1068.725713724967,1068.7065880510238,1063.617345977911,118.4685062656846,104.03370591304662
2023-12-19,1014.5999999999999,1068.81696271873,1068.8093310348972,1057.0407005830805,1068.942463185292,1068.9285464191598,1063.4959502244196,118.77245026106712,104.0008428931429
2023-12-20,1014.4,1069.513892518125,1069.4794945547403,1058.497388450946,1069.5815899110416,1069.5809528000073,1064.668497322466,119.02443450729592,104.2753172109041
2023-12-21,1013.1,1069.2124052736938,1069.151146034405,1056.2993577871466,1069.49110630372,1069.4716651136123,1063.451339386977,119.52755580350792,104.6655631980174
2023-12-22,1013.5,1069.2187309482465,1069.190424002476,1056.7170288379946,1069.563016177302,1069.5358977764351,1065.0673524384026,119.9273627758671,104.77068583514404
2023-12-25,,1069.588877071567,1069.5148267718905,1057.2795163496312,1069.8780882785472,1069.8504909006103,1065.012060938715,120.83527797539244,104.81992196518236
2023-12-26,,1069.7747194018702,1069.7321710982842,1056.7289731007695,1070.063256258489,1070.0357325654552,1064.8170407635464,120.95803051096613,104.83185184671382
2023-12-27,1014.5999999999999,1070.3892235652256,1070.3338665322449,1056.0780706995004,1070.7566577523976,1070.7354811177893,1063.2928523814408,121.6527252092665,105.02549409809846
2023-12-28,1013.3,1070.2301090713047,1070.1808303369066,1055.9166483766178,1070.426291371363,1070.3975319573103,1061.5503818530583,121.59375893250582,105.11708886242704
2023-12-29,1013.9,1070.047386790207,1069.9937419921891,1056.6550247924583,1070.3849841014458,1070.377055756553,1064.5402588892623,122.57816193395242,105.14294355920914
2024-01-01,,1070.163238949341,1070.1199289440588,1055.5697480623826,1070.7470356928327,1070.7394433030204,1065.26192767786,122.43920469342632,105.55714925564354
