Date;ISIN;Indexvalue
18.02.2005;CH0023524637;12.5617
21.02.2005;CH0023524637;12.5027
22.02.2005;CH0023524637;12.4697
23.02.2005;CH0023524637;12.5987
24.02.2005;CH0023524637;12.5923
25.02.2005;CH0023524637;12.6147
28.02.2005;CH0023524637;12.6075
01.03.2005;CH0023524637;12.6489
02.03.2005;CH0023524637;12.6122
03.03.2005;CH0023524637;12.7019
04.03.2005;CH0023524637;12.6069
07.03.2005;CH0023524637;12.7959
08.03.2005;CH0023524637;12.7648
09.03.2005;CH0023524637;12.7694
10.03.2005;CH0023524637;12.8624
11.03.2005;CH0023524637;12.821
14.03.2005;CH0023524637;12.8908
15.03.2005;CH0023524637;12.9197
16.03.2005;CH0023524637;13.023
17.03.2005;CH0023524637;13.1531
18.03.2005;CH0023524637;13.0952
21.03.2005;CH0023524637;13.1498
22.03.2005;CH0023524637;13.2112
23.03.2005;CH0023524637;13.2984
24.03.2005;CH0023524637;13.435
25.03.2005;CH0023524637;13.435
29.03.2005;CH0023524637;13.4515
30.03.2005;CH0023524637;13.504
31.03.2005;CH0023524637;13.6106
01.04.2005;CH0023524637;13.5858
04.04.2005;CH0023524637;13.7238
05.04.2005;CH0023524637;13.8021
06.04.2005;CH0023524637;13.7191
07.04.2005;CH0023524637;13.6095
08.04.2005;CH0023524637;13.589
11.04.2005;CH0023524637;13.5716
12.04.2005;CH0023524637;13.6295
13.04.2005;CH0023524637;13.5504
14.04.2005;CH0023524637;13.5187
15.04.2005;CH0023524637;13.7059
18.04.2005;CH0023524637;14.2879
19.04.2005;CH0023524637;14.3151
20.04.2005;CH0023524637;14.4901
21.04.2005;CH0023524637;14.5505
22.04.2005;CH0023524637;14.4578
25.04.2005;CH0023524637;14.4583
26.04.2005;CH0023524637;14.4628
27.04.2005;CH0023524637;14.6931
28.04.2005;CH0023524637;14.7963
29.04.2005;CH0023524637;14.8314
02.05.2005;CH0023524637;14.9034
03.05.2005;CH0023524637;14.8459
04.05.2005;CH0023524637;14.8864
05.05.2005;CH0023524637;14.8864
06.05.2005;CH0023524637;14.6443
09.05.2005;CH0023524637;14.5089
10.05.2005;CH0023524637;14.6243
11.05.2005;CH0023524637;14.7597
12.05.2005;CH0023524637;14.7659
13.05.2005;CH0023524637;14.9926
17.05.2005;CH0023524637;15.0527
18.05.2005;CH0023524637;14.9485
19.05.2005;CH0023524637;14.8492
20.05.2005;CH0023524637;14.6962
23.05.2005;CH0023524637;14.5455
24.05.2005;CH0023524637;14.2769
25.05.2005;CH0023524637;14.3066
26.05.2005;CH0023524637;14.3021
27.05.2005;CH0023524637;14.105
30.05.2005;CH0023524637;13.9691
31.05.2005;CH0023524637;14.0231
01.06.2005;CH0023524637;14.0551
02.06.2005;CH0023524637;13.9393
03.06.2005;CH0023524637;13.9968
06.06.2005;CH0023524637;14.0589
07.06.2005;CH0023524637;14.0708
08.06.2005;CH0023524637;13.9804
09.06.2005;CH0023524637;14.0371
10.06.2005;CH0023524637;14.0562
13.06.2005;CH0023524637;14.0721
14.06.2005;CH0023524637;14.0502
15.06.2005;CH0023524637;14.0769
21.06.2005;CH0023524637;14.9164
22.06.2005;CH0023524637;14.7109
23.06.2005;CH0023524637;14.6511
24.06.2005;CH0023524637;14.74
27.06.2005;CH0023524637;14.7957
28.06.2005;CH0023524637;14.7356
29.06.2005;CH0023524637;14.5985
30.06.2005;CH0023524637;14.4697
01.07.2005;CH0023524637;14.4275
04.07.2005;CH0023524637;14.3991
05.07.2005;CH0023524637;14.416
06.07.2005;CH0023524637;14.4325
07.07.2005;CH0023524637;14.3999
08.07.2005;CH0023524637;14.5548
11.07.2005;CH0023524637;14.3734
12.07.2005;CH0023524637;14.3556
13.07.2005;CH0023524637;14.402
14.07.2005;CH0023524637;14.2743
15.07.2005;CH0023524637;14.3009
18.07.2005;CH0023524637;14.2878
19.07.2005;CH0023524637;14.2065
20.07.2005;CH0023524637;14.2187
21.07.2005;CH0023524637;14.1741
22.07.2005;CH0023524637;14.4384
25.07.2005;CH0023524637;14.4395
26.07.2005;CH0023524637;14.4444
27.07.2005;CH0023524637;14.3136
28.07.2005;CH0023524637;14.4737
29.07.2005;CH0023524637;14.6189
01.08.2005;CH0023524637;14.5266
02.08.2005;CH0023524637;14.3826
03.08.2005;CH0023524637;14.371
04.08.2005;CH0023524637;14.4301
05.08.2005;CH0023524637;14.5848
08.08.2005;CH0023524637;14.6039
09.08.2005;CH0023524637;14.6157
10.08.2005;CH0023524637;14.4869
11.08.2005;CH0023524637;14.5491
12.08.2005;CH0023524637;14.5837
15.08.2005;CH0023524637;14.6144
16.08.2005;CH0023524637;14.6919
17.08.2005;CH0023524637;14.7779
18.08.2005;CH0023524637;14.924
19.08.2005;CH0023524637;14.7944
22.08.2005;CH0023524637;14.8062
23.08.2005;CH0023524637;14.9019
24.08.2005;CH0023524637;15.0097
25.08.2005;CH0023524637;15.0195
26.08.2005;CH0023524637;15.155
29.08.2005;CH0023524637;15.2143
30.08.2005;CH0023524637;15.1653
31.08.2005;CH0023524637;15.1565
01.09.2005;CH0023524637;14.9635
02.09.2005;CH0023524637;14.9056
05.09.2005;CH0023524637;14.9568
06.09.2005;CH0023524637;14.8205
07.09.2005;CH0023524637;14.5942
08.09.2005;CH0023524637;14.4367
09.09.2005;CH0023524637;14.3496
12.09.2005;CH0023524637;14.5128
13.09.2005;CH0023524637;14.4922
14.09.2005;CH0023524637;14.6144
15.09.2005;CH0023524637;14.5781
16.09.2005;CH0023524637;14.511
19.09.2005;CH0023524637;14.3543
20.09.2005;CH0023524637;14.2956
21.09.2005;CH0023524637;14.4968
22.09.2005;CH0023524637;14.8566
23.09.2005;CH0023524637;14.8975
26.09.2005;CH0023524637;14.7977
27.09.2005;CH0023524637;14.7072
28.09.2005;CH0023524637;14.5808
29.09.2005;CH0023524637;14.6494
30.09.2005;CH0023524637;14.7243
03.10.2005;CH0023524637;14.4986
04.10.2005;CH0023524637;14.3396
05.10.2005;CH0023524637;14.3816
06.10.2005;CH0023524637;14.7122
07.10.2005;CH0023524637;14.975
10.10.2005;CH0023524637;14.9497
11.10.2005;CH0023524637;15.0508
12.10.2005;CH0023524637;14.9159
13.10.2005;CH0023524637;15.2496
14.10.2005;CH0023524637;15.5935
17.10.2005;CH0023524637;15.6729
18.10.2005;CH0023524637;15.6788
19.10.2005;CH0023524637;15.4448
20.10.2005;CH0023524637;15.9391
21.10.2005;CH0023524637;15.6261
24.10.2005;CH0023524637;15.8376
25.10.2005;CH0023524637;15.7186
26.10.2005;CH0023524637;15.5021
27.10.2005;CH0023524637;15.3195
28.10.2005;CH0023524637;15.4585
31.10.2005;CH0023524637;15.7185
01.11.2005;CH0023524637;15.1139
02.11.2005;CH0023524637;14.9465
03.11.2005;CH0023524637;15.1817
04.11.2005;CH0023524637;15.0505
07.11.2005;CH0023524637;15.022
08.11.2005;CH0023524637;15.0325
09.11.2005;CH0023524637;15.1121
10.11.2005;CH0023524637;15.1763
11.11.2005;CH0023524637;15.1348
14.11.2005;CH0023524637;14.7255
15.11.2005;CH0023524637;14.8445
16.11.2005;CH0023524637;14.9642
17.11.2005;CH0023524637;15.1503
18.11.2005;CH0023524637;15.3575
21.11.2005;CH0023524637;15.1617
22.11.2005;CH0023524637;14.9721
23.11.2005;CH0023524637;14.8406
24.11.2005;CH0023524637;14.7626
25.11.2005;CH0023524637;14.858
28.11.2005;CH0023524637;14.9293
29.11.2005;CH0023524637;15.3313
30.11.2005;CH0023524637;15.4766
01.12.2005;CH0023524637;15.5973
02.12.2005;CH0023524637;15.3889
05.12.2005;CH0023524637;15.5055
06.12.2005;CH0023524637;15.514
07.12.2005;CH0023524637;15.4636
08.12.2005;CH0023524637;15.6064
09.12.2005;CH0023524637;15.8198
12.12.2005;CH0023524637;15.7669
13.12.2005;CH0023524637;15.6641
14.12.2005;CH0023524637;15.4308
15.12.2005;CH0023524637;15.7442
16.12.2005;CH0023524637;15.854
19.12.2005;CH0023524637;15.6999
20.12.2005;CH0023524637;15.7899
21.12.2005;CH0023524637;15.7334
22.12.2005;CH0023524637;15.6466
23.12.2005;CH0023524637;15.7347
27.12.2005;CH0023524637;15.7272
28.12.2005;CH0023524637;15.4148
29.12.2005;CH0023524637;15.3833
30.12.2005;CH0023524637;15.2688
02.01.2006;CH0023524637;15.2688
03.01.2006;CH0023524637;15.6305
04.01.2006;CH0023524637;15.5213
05.01.2006;CH0023524637;15.3829
06.01.2006;CH0023524637;15.2645
09.01.2006;CH0023524637;15.2708
10.01.2006;CH0023524637;15.2408
11.01.2006;CH0023524637;15.4023
12.01.2006;CH0023524637;15.1095
13.01.2006;CH0023524637;15.0156
16.01.2006;CH0023524637;15.0587
17.01.2006;CH0023524637;14.916
18.01.2006;CH0023524637;15.1935
19.01.2006;CH0023524637;15.4073
20.01.2006;CH0023524637;15.1559
23.01.2006;CH0023524637;15.3014
24.01.2006;CH0023524637;15.2152
25.01.2006;CH0023524637;15.2813
26.01.2006;CH0023524637;15.2974
27.01.2006;CH0023524637;15.0863
30.01.2006;CH0023524637;14.8866
31.01.2006;CH0023524637;14.9919
01.02.2006;CH0023524637;14.9337
02.02.2006;CH0023524637;14.8985
03.02.2006;CH0023524637;15.1523
06.02.2006;CH0023524637;15.1448
07.02.2006;CH0023524637;15.1196
08.02.2006;CH0023524637;15.1482
09.02.2006;CH0023524637;15.1713
10.02.2006;CH0023524637;15.004
13.02.2006;CH0023524637;15.066
14.02.2006;CH0023524637;14.9933
15.02.2006;CH0023524637;15.0468
16.02.2006;CH0023524637;15.3598
17.02.2006;CH0023524637;14.9857
20.02.2006;CH0023524637;14.9656
21.02.2006;CH0023524637;14.8321
22.02.2006;CH0023524637;14.6558
23.02.2006;CH0023524637;14.5281
24.02.2006;CH0023524637;14.7238
27.02.2006;CH0023524637;14.8661
28.02.2006;CH0023524637;14.5002
01.03.2006;CH0023524637;15.024
02.03.2006;CH0023524637;14.709
03.03.2006;CH0023524637;14.8168
06.03.2006;CH0023524637;14.8798
07.03.2006;CH0023524637;14.9653
08.03.2006;CH0023524637;15.1229
09.03.2006;CH0023524637;15.2623
10.03.2006;CH0023524637;15.1407
13.03.2006;CH0023524637;14.8185
14.03.2006;CH0023524637;14.6527
15.03.2006;CH0023524637;14.5395
16.03.2006;CH0023524637;14.6529
17.03.2006;CH0023524637;14.6546
20.03.2006;CH0023524637;14.5879
21.03.2006;CH0023524637;14.5119
22.03.2006;CH0023524637;14.5324
23.03.2006;CH0023524637;14.5254
24.03.2006;CH0023524637;14.4762
27.03.2006;CH0023524637;14.7044
28.03.2006;CH0023524637;14.8371
29.03.2006;CH0023524637;14.8025
30.03.2006;CH0023524637;14.4127
31.03.2006;CH0023524637;14.42
03.04.2006;CH0023524637;14.2455
04.04.2006;CH0023524637;14.2117
05.04.2006;CH0023524637;14.1466
06.04.2006;CH0023524637;14.0237
07.04.2006;CH0023524637;13.9184
10.04.2006;CH0023524637;13.9155
11.04.2006;CH0023524637;14.1682
12.04.2006;CH0023524637;14.367
13.04.2006;CH0023524637;14.1242
18.04.2006;CH0023524637;14.1977
19.04.2006;CH0023524637;13.9107
20.04.2006;CH0023524637;13.8567
21.04.2006;CH0023524637;13.5003
24.04.2006;CH0023524637;13.4904
25.04.2006;CH0023524637;13.4315
26.04.2006;CH0023524637;13.3536
27.04.2006;CH0023524637;13.5198
28.04.2006;CH0023524637;14.1462
02.05.2006;CH0023524637;14.077
03.05.2006;CH0023524637;14.2866
04.05.2006;CH0023524637;14.3195
05.05.2006;CH0023524637;14.177
08.05.2006;CH0023524637;13.9717
09.05.2006;CH0023524637;13.9628
10.05.2006;CH0023524637;13.9234
11.05.2006;CH0023524637;13.8221
12.05.2006;CH0023524637;14.1923
15.05.2006;CH0023524637;14.5068
16.05.2006;CH0023524637;14.6225
17.05.2006;CH0023524637;14.7847
18.05.2006;CH0023524637;15.5372
19.05.2006;CH0023524637;15.8417
22.05.2006;CH0023524637;16.29
23.05.2006;CH0023524637;16.3658
24.05.2006;CH0023524637;16.5004
25.05.2006;CH0023524637;16.5004
26.05.2006;CH0023524637;16.5716
29.05.2006;CH0023524637;16.4174
30.05.2006;CH0023524637;16.8318
31.05.2006;CH0023524637;17.339
01.06.2006;CH0023524637;17.1617
02.06.2006;CH0023524637;16.8923
05.06.2006;CH0023524637;16.8923
06.06.2006;CH0023524637;17.0121
07.06.2006;CH0023524637;17.4193
08.06.2006;CH0023524637;17.7453
09.06.2006;CH0023524637;18.103
12.06.2006;CH0023524637;17.9674
13.06.2006;CH0023524637;18.4003
14.06.2006;CH0023524637;18.5902
15.06.2006;CH0023524637;18.2526
16.06.2006;CH0023524637;17.6839
19.06.2006;CH0023524637;17.5194
20.06.2006;CH0023524637;17.7281
21.06.2006;CH0023524637;17.6886
22.06.2006;CH0023524637;17.5967
23.06.2006;CH0023524637;17.3216
26.06.2006;CH0023524637;17.4844
27.06.2006;CH0023524637;17.5294
28.06.2006;CH0023524637;17.7111
29.06.2006;CH0023524637;17.6639
30.06.2006;CH0023524637;17.3216
03.07.2006;CH0023524637;16.8688
04.07.2006;CH0023524637;16.7145
05.07.2006;CH0023524637;16.8229
06.07.2006;CH0023524637;17.0689
07.07.2006;CH0023524637;17.018
10.07.2006;CH0023524637;17.1632
11.07.2006;CH0023524637;17.1307
12.07.2006;CH0023524637;17.2424
13.07.2006;CH0023524637;17.2714
14.07.2006;CH0023524637;17.6695
17.07.2006;CH0023524637;17.9733
18.07.2006;CH0023524637;18.1802
19.07.2006;CH0023524637;18.2387
20.07.2006;CH0023524637;17.7764
21.07.2006;CH0023524637;17.607
24.07.2006;CH0023524637;17.8483
25.07.2006;CH0023524637;17.4055
26.07.2006;CH0023524637;17.3897
27.07.2006;CH0023524637;17.2833
28.07.2006;CH0023524637;17.1862
31.07.2006;CH0023524637;17.0366
01.08.2006;CH0023524637;17.0366
02.08.2006;CH0023524637;17.0682
03.08.2006;CH0023524637;17.2615
04.08.2006;CH0023524637;17.5927
07.08.2006;CH0023524637;17.3989
08.08.2006;CH0023524637;17.492
09.08.2006;CH0023524637;17.4949
10.08.2006;CH0023524637;17.2837
11.08.2006;CH0023524637;17.3354
14.08.2006;CH0023524637;17.3186
15.08.2006;CH0023524637;16.9762
16.08.2006;CH0023524637;16.5993
17.08.2006;CH0023524637;16.5387
18.08.2006;CH0023524637;16.4293
21.08.2006;CH0023524637;16.4485
22.08.2006;CH0023524637;16.584
23.08.2006;CH0023524637;16.4832
24.08.2006;CH0023524637;16.3785
25.08.2006;CH0023524637;16.2755
28.08.2006;CH0023524637;16.3401
29.08.2006;CH0023524637;16.2623
30.08.2006;CH0023524637;16.2105
31.08.2006;CH0023524637;16.1434
01.09.2006;CH0023524637;16.4827
04.09.2006;CH0023524637;16.3747
05.09.2006;CH0023524637;16.2017
06.09.2006;CH0023524637;16.1418
07.09.2006;CH0023524637;16.4164
08.09.2006;CH0023524637;16.4859
11.09.2006;CH0023524637;16.3448
12.09.2006;CH0023524637;16.2689
13.09.2006;CH0023524637;15.8972
14.09.2006;CH0023524637;15.8036
15.09.2006;CH0023524637;15.7846
18.09.2006;CH0023524637;15.5527
19.09.2006;CH0023524637;15.4348
20.09.2006;CH0023524637;15.6275
21.09.2006;CH0023524637;15.3198
22.09.2006;CH0023524637;15.2676
25.09.2006;CH0023524637;15.5561
26.09.2006;CH0023524637;15.6948
27.09.2006;CH0023524637;15.3939
28.09.2006;CH0023524637;15.2694
29.09.2006;CH0023524637;15.2819
02.10.2006;CH0023524637;15.471
03.10.2006;CH0023524637;15.6306
04.10.2006;CH0023524637;15.6004
05.10.2006;CH0023524637;15.335
06.10.2006;CH0023524637;15.0109
09.10.2006;CH0023524637;14.8572
10.10.2006;CH0023524637;14.6852
11.10.2006;CH0023524637;14.6079
12.10.2006;CH0023524637;14.6024
13.10.2006;CH0023524637;14.4803
16.10.2006;CH0023524637;14.8396
17.10.2006;CH0023524637;14.8844
18.10.2006;CH0023524637;15.2745
19.10.2006;CH0023524637;14.9974
20.10.2006;CH0023524637;14.9432
23.10.2006;CH0023524637;14.8935
24.10.2006;CH0023524637;14.6442
25.10.2006;CH0023524637;14.6722
26.10.2006;CH0023524637;14.4771
27.10.2006;CH0023524637;14.3899
30.10.2006;CH0023524637;14.2801
31.10.2006;CH0023524637;14.4331
01.11.2006;CH0023524637;14.6799
02.11.2006;CH0023524637;14.5374
03.11.2006;CH0023524637;14.5036
06.11.2006;CH0023524637;14.6251
07.11.2006;CH0023524637;13.8106
08.11.2006;CH0023524637;14.1237
09.11.2006;CH0023524637;13.6938
10.11.2006;CH0023524637;13.715
13.11.2006;CH0023524637;14.1285
14.11.2006;CH0023524637;14.0702
15.11.2006;CH0023524637;14.1457
16.11.2006;CH0023524637;13.9602
17.11.2006;CH0023524637;13.9822
20.11.2006;CH0023524637;14.1608
21.11.2006;CH0023524637;14.111
22.11.2006;CH0023524637;14.0647
23.11.2006;CH0023524637;14.0675
24.11.2006;CH0023524637;14.3807
27.11.2006;CH0023524637;14.815
28.11.2006;CH0023524637;15.2037
29.11.2006;CH0023524637;15.4495
30.11.2006;CH0023524637;15.0243
01.12.2006;CH0023524637;15.283
04.12.2006;CH0023524637;15.5524
05.12.2006;CH0023524637;15.3569
06.12.2006;CH0023524637;15.2065
07.12.2006;CH0023524637;15.2246
08.12.2006;CH0023524637;15.0137
11.12.2006;CH0023524637;15.2163
12.12.2006;CH0023524637;14.9867
13.12.2006;CH0023524637;14.7585
14.12.2006;CH0023524637;14.7244
15.12.2006;CH0023524637;14.3906
18.12.2006;CH0023524637;14.4144
19.12.2006;CH0023524637;14.9952
20.12.2006;CH0023524637;15.1917
21.12.2006;CH0023524637;15.2406
22.12.2006;CH0023524637;15.3672
27.12.2006;CH0023524637;15.422
28.12.2006;CH0023524637;15.3353
29.12.2006;CH0023524637;15.3524
02.01.2007;CH0023524637;15.3524
03.01.2007;CH0023524637;15.2771
04.01.2007;CH0023524637;15.2689
05.01.2007;CH0023524637;15.3411
08.01.2007;CH0023524637;15.6023
09.01.2007;CH0023524637;15.5796
10.01.2007;CH0023524637;15.745
11.01.2007;CH0023524637;15.6136
12.01.2007;CH0023524637;15.2226
15.01.2007;CH0023524637;14.9506
16.01.2007;CH0023524637;14.792
17.01.2007;CH0023524637;14.8391
18.01.2007;CH0023524637;14.8119
19.01.2007;CH0023524637;14.6799
22.01.2007;CH0023524637;14.7021
23.01.2007;CH0023524637;14.7218
24.01.2007;CH0023524637;14.6862
25.01.2007;CH0023524637;14.6615
26.01.2007;CH0023524637;14.9732
29.01.2007;CH0023524637;14.9989
30.01.2007;CH0023524637;14.8363
31.01.2007;CH0023524637;14.8541
01.02.2007;CH0023524637;14.5811
02.02.2007;CH0023524637;14.3492
05.02.2007;CH0023524637;14.3128
06.02.2007;CH0023524637;14.5815
07.02.2007;CH0023524637;14.5309
08.02.2007;CH0023524637;14.5843
09.02.2007;CH0023524637;14.6707
12.02.2007;CH0023524637;14.576
13.02.2007;CH0023524637;14.642
14.02.2007;CH0023524637;14.7732
15.02.2007;CH0023524637;14.5921
16.02.2007;CH0023524637;14.5812
19.02.2007;CH0023524637;14.4736
20.02.2007;CH0023524637;14.4575
21.02.2007;CH0023524637;14.4672
22.02.2007;CH0023524637;14.7872
23.02.2007;CH0023524637;14.6158
26.02.2007;CH0023524637;14.5677
27.02.2007;CH0023524637;14.8157
28.02.2007;CH0023524637;15.9844
01.03.2007;CH0023524637;16.4593
02.03.2007;CH0023524637;16.5381
05.03.2007;CH0023524637;16.8242
06.03.2007;CH0023524637;16.6788
07.03.2007;CH0023524637;16.3459
08.03.2007;CH0023524637;16.0347
09.03.2007;CH0023524637;15.6615
12.03.2007;CH0023524637;15.7011
13.03.2007;CH0023524637;15.9554
14.03.2007;CH0023524637;16.38
15.03.2007;CH0023524637;17.0593
16.03.2007;CH0023524637;16.7065
19.03.2007;CH0023524637;16.7961
20.03.2007;CH0023524637;16.3314
21.03.2007;CH0023524637;16.0567
22.03.2007;CH0023524637;15.6238
23.03.2007;CH0023524637;15.2652
26.03.2007;CH0023524637;15.3262
27.03.2007;CH0023524637;15.5729
28.03.2007;CH0023524637;15.7377
29.03.2007;CH0023524637;16.0054
30.03.2007;CH0023524637;15.6017
02.04.2007;CH0023524637;15.7438
03.04.2007;CH0023524637;15.5294
04.04.2007;CH0023524637;15.2023
05.04.2007;CH0023524637;15.094
10.04.2007;CH0023524637;14.901
11.04.2007;CH0023524637;14.8076
12.04.2007;CH0023524637;14.9449
13.04.2007;CH0023524637;15.0569
16.04.2007;CH0023524637;14.7971
17.04.2007;CH0023524637;14.6622
18.04.2007;CH0023524637;14.8429
19.04.2007;CH0023524637;14.7906
20.04.2007;CH0023524637;14.6476
23.04.2007;CH0023524637;14.5316
24.04.2007;CH0023524637;14.5323
25.04.2007;CH0023524637;14.7595
26.04.2007;CH0023524637;14.4651
27.04.2007;CH0023524637;14.5011
30.04.2007;CH0023524637;14.8027
02.05.2007;CH0023524637;14.7189
03.05.2007;CH0023524637;14.8208
04.05.2007;CH0023524637;14.7266
07.05.2007;CH0023524637;14.7363
08.05.2007;CH0023524637;14.8392
09.05.2007;CH0023524637;14.8545
10.05.2007;CH0023524637;14.8045
11.05.2007;CH0023524637;14.8606
14.05.2007;CH0023524637;14.7156
15.05.2007;CH0023524637;14.8046
16.05.2007;CH0023524637;14.8683
17.05.2007;CH0023524637;14.8683
18.05.2007;CH0023524637;14.9202
21.05.2007;CH0023524637;14.8825
22.05.2007;CH0023524637;14.9413
23.05.2007;CH0023524637;14.9631
24.05.2007;CH0023524637;14.9262
25.05.2007;CH0023524637;15.1297
29.05.2007;CH0023524637;15.0089
30.05.2007;CH0023524637;14.9886
31.05.2007;CH0023524637;14.9957
01.06.2007;CH0023524637;14.7385
04.06.2007;CH0023524637;14.551
05.06.2007;CH0023524637;14.7039
06.06.2007;CH0023524637;15.1217
07.06.2007;CH0023524637;15.7007
08.06.2007;CH0023524637;16.1481
11.06.2007;CH0023524637;16.1071
12.06.2007;CH0023524637;15.754
13.06.2007;CH0023524637;15.8337
14.06.2007;CH0023524637;15.6806
15.06.2007;CH0023524637;15.1148
18.06.2007;CH0023524637;14.935
19.06.2007;CH0023524637;15.3543
20.06.2007;CH0023524637;15.3782
21.06.2007;CH0023524637;15.3572
22.06.2007;CH0023524637;15.6383
25.06.2007;CH0023524637;15.715
26.06.2007;CH0023524637;15.7929
27.06.2007;CH0023524637;15.8341
28.06.2007;CH0023524637;15.8279
29.06.2007;CH0023524637;15.5432
02.07.2007;CH0023524637;15.413
03.07.2007;CH0023524637;15.5861
04.07.2007;CH0023524637;15.5047
05.07.2007;CH0023524637;15.5586
06.07.2007;CH0023524637;15.6865
09.07.2007;CH0023524637;15.6524
10.07.2007;CH0023524637;15.5493
11.07.2007;CH0023524637;15.6934
12.07.2007;CH0023524637;15.9588
13.07.2007;CH0023524637;15.863
16.07.2007;CH0023524637;15.7484
17.07.2007;CH0023524637;15.8608
18.07.2007;CH0023524637;16.0197
19.07.2007;CH0023524637;16.1846
20.07.2007;CH0023524637;16.1458
23.07.2007;CH0023524637;16.2744
24.07.2007;CH0023524637;16.2581
25.07.2007;CH0023524637;16.5235
26.07.2007;CH0023524637;16.6497
27.07.2007;CH0023524637;16.8264
30.07.2007;CH0023524637;16.8274
31.07.2007;CH0023524637;16.8146
01.08.2007;CH0023524637;16.8146
02.08.2007;CH0023524637;16.716
03.08.2007;CH0023524637;17.0476
06.08.2007;CH0023524637;17.1579
07.08.2007;CH0023524637;17.2682
08.08.2007;CH0023524637;17.1058
09.08.2007;CH0023524637;17.0081
10.08.2007;CH0023524637;17.467
13.08.2007;CH0023524637;17.9422
14.08.2007;CH0023524637;17.6919
15.08.2007;CH0023524637;17.9795
16.08.2007;CH0023524637;17.9705
17.08.2007;CH0023524637;18.5463
20.08.2007;CH0023524637;18.5481
21.08.2007;CH0023524637;18.5186
22.08.2007;CH0023524637;18.5523
23.08.2007;CH0023524637;18.204
24.08.2007;CH0023524637;18.1212
27.08.2007;CH0023524637;18.2054
28.08.2007;CH0023524637;17.9773
29.08.2007;CH0023524637;18.3315
30.08.2007;CH0023524637;18.1955
31.08.2007;CH0023524637;18.0421
03.09.2007;CH0023524637;17.8273
04.09.2007;CH0023524637;17.7329
05.09.2007;CH0023524637;17.5678
06.09.2007;CH0023524637;17.7931
07.09.2007;CH0023524637;17.8421
10.09.2007;CH0023524637;18.0821
11.09.2007;CH0023524637;18.2722
12.09.2007;CH0023524637;18.0298
13.09.2007;CH0023524637;17.9472
14.09.2007;CH0023524637;17.7783
17.09.2007;CH0023524637;18.0079
18.09.2007;CH0023524637;18.0051
19.09.2007;CH0023524637;17.8092
20.09.2007;CH0023524637;17.1951
21.09.2007;CH0023524637;17.2034
24.09.2007;CH0023524637;16.9092
25.09.2007;CH0023524637;16.7323
26.09.2007;CH0023524637;16.7805
27.09.2007;CH0023524637;16.6319
28.09.2007;CH0023524637;16.3838
01.10.2007;CH0023524637;16.5433
02.10.2007;CH0023524637;16.4524
03.10.2007;CH0023524637;16.6483
04.10.2007;CH0023524637;16.8475
05.10.2007;CH0023524637;16.973
08.10.2007;CH0023524637;16.8649
09.10.2007;CH0023524637;16.7555
10.10.2007;CH0023524637;16.7212
11.10.2007;CH0023524637;16.6314
12.10.2007;CH0023524637;16.6363
15.10.2007;CH0023524637;16.7947
16.10.2007;CH0023524637;16.8728
17.10.2007;CH0023524637;17.1545
18.10.2007;CH0023524637;17.0966
19.10.2007;CH0023524637;17.1875
22.10.2007;CH0023524637;17.3151
23.10.2007;CH0023524637;17.6193
24.10.2007;CH0023524637;17.4585
25.10.2007;CH0023524637;17.6378
26.10.2007;CH0023524637;17.4592
29.10.2007;CH0023524637;17.382
30.10.2007;CH0023524637;17.2355
31.10.2007;CH0023524637;17.3944
01.11.2007;CH0023524637;17.1876
02.11.2007;CH0023524637;17.4405
05.11.2007;CH0023524637;17.8633
06.11.2007;CH0023524637;18.1601
07.11.2007;CH0023524637;17.9925
08.11.2007;CH0023524637;18.2174
09.11.2007;CH0023524637;18.5325
12.11.2007;CH0023524637;18.7928
13.11.2007;CH0023524637;18.9009
14.11.2007;CH0023524637;18.8285
15.11.2007;CH0023524637;18.6329
16.11.2007;CH0023524637;18.647
19.11.2007;CH0023524637;18.8337
20.11.2007;CH0023524637;19.1847
21.11.2007;CH0023524637;19.1428
22.11.2007;CH0023524637;19.4894
23.11.2007;CH0023524637;19.5451
26.11.2007;CH0023524637;19.5056
27.11.2007;CH0023524637;19.8215
28.11.2007;CH0023524637;19.7243
29.11.2007;CH0023524637;19.4333
30.11.2007;CH0023524637;19.3187
03.12.2007;CH0023524637;19.049
04.12.2007;CH0023524637;19.2264
05.12.2007;CH0023524637;19.2775
06.12.2007;CH0023524637;19.016
07.12.2007;CH0023524637;19.012
10.12.2007;CH0023524637;18.8038
11.12.2007;CH0023524637;18.5882
12.12.2007;CH0023524637;18.6375
13.12.2007;CH0023524637;18.5518
14.12.2007;CH0023524637;19.0015
17.12.2007;CH0023524637;18.9106
18.12.2007;CH0023524637;18.9394
19.12.2007;CH0023524637;19.0152
20.12.2007;CH0023524637;19.0512
21.12.2007;CH0023524637;18.9255
27.12.2007;CH0023524637;18.6734
28.12.2007;CH0023524637;21.4741
02.01.2008;CH0023524637;21.4741
03.01.2008;CH0023524637;21.7976
04.01.2008;CH0023524637;22.1751
07.01.2008;CH0023524637;22.5642
08.01.2008;CH0023524637;22.6009
09.01.2008;CH0023524637;22.304
10.01.2008;CH0023524637;22.2792
11.01.2008;CH0023524637;22.4711
14.01.2008;CH0023524637;22.9752
15.01.2008;CH0023524637;22.6555
16.01.2008;CH0023524637;23.1103
17.01.2008;CH0023524637;23.2754
