Date;ISIN;Indexvalue
28.06.2011;CH0023524637;13.8127
29.06.2011;CH0023524637;13.6445
30.06.2011;CH0023524637;13.8343
01.07.2011;CH0023524637;14.0876
04.07.2011;CH0023524637;14.0469
05.07.2011;CH0023524637;14.0665
06.07.2011;CH0023524637;14.0545
07.07.2011;CH0023524637;14.0796
08.07.2011;CH0023524637;14.0501
11.07.2011;CH0023524637;13.9521
12.07.2011;CH0023524637;13.9655
13.07.2011;CH0023524637;13.8105
14.07.2011;CH0023524637;13.5995
15.07.2011;CH0023524637;13.5379
18.07.2011;CH0023524637;13.4042
19.07.2011;CH0023524637;13.7032
20.07.2011;CH0023524637;13.8525
21.07.2011;CH0023524637;14.0368
22.07.2011;CH0023524637;14.0511
25.07.2011;CH0023524637;13.9423
26.07.2011;CH0023524637;13.878
27.07.2011;CH0023524637;13.6945
28.07.2011;CH0023524637;13.4802
29.07.2011;CH0023524637;13.278
01.08.2011;CH0023524637;13.278
02.08.2011;CH0023524637;12.1581
03.08.2011;CH0023524637;11.7652
04.08.2011;CH0023524637;11.4706
05.08.2011;CH0023524637;12.0849
08.08.2011;CH0023524637;12.2761
09.08.2011;CH0023524637;11.5211
10.08.2011;CH0023524637;13.8637
11.08.2011;CH0023524637;14.9851
12.08.2011;CH0023524637;17.424
15.08.2011;CH0023524637;17.6605
16.08.2011;CH0023524637;17.847
17.08.2011;CH0023524637;17.8232
18.08.2011;CH0023524637;17.3079
19.08.2011;CH0023524637;17.4878
22.08.2011;CH0023524637;17.7312
23.08.2011;CH0023524637;17.9168
24.08.2011;CH0023524637;18.2279
25.08.2011;CH0023524637;18.1877
26.08.2011;CH0023524637;18.4239
29.08.2011;CH0023524637;18.5301
30.08.2011;CH0023524637;18.4747
31.08.2011;CH0023524637;18.4009
01.09.2011;CH0023524637;18.5289
02.09.2011;CH0023524637;18.5486
05.09.2011;CH0023524637;17.9259
06.09.2011;CH0023524637;18.5239
07.09.2011;CH0023524637;19.257
08.09.2011;CH0023524637;19.2601
09.09.2011;CH0023524637;19.2416
12.09.2011;CH0023524637;19.4159
13.09.2011;CH0023524637;19.3949
14.09.2011;CH0023524637;19.4733
15.09.2011;CH0023524637;19.34
16.09.2011;CH0023524637;19.1886
19.09.2011;CH0023524637;18.9296
20.09.2011;CH0023524637;19.0758
21.09.2011;CH0023524637;19.0497
22.09.2011;CH0023524637;18.692
23.09.2011;CH0023524637;18.9252
26.09.2011;CH0023524637;19.4672
27.09.2011;CH0023524637;19.6445
28.09.2011;CH0023524637;19.9248
29.09.2011;CH0023524637;20.046
30.09.2011;CH0023524637;20.1195
03.10.2011;CH0023524637;20.2088
04.10.2011;CH0023524637;20.3965
05.10.2011;CH0023524637;20.5403
06.10.2011;CH0023524637;20.6746
07.10.2011;CH0023524637;20.9181
10.10.2011;CH0023524637;20.8623
11.10.2011;CH0023524637;20.632
12.10.2011;CH0023524637;20.6623
13.10.2011;CH0023524637;20.7653
14.10.2011;CH0023524637;20.4542
17.10.2011;CH0023524637;20.6493
18.10.2011;CH0023524637;20.1322
19.10.2011;CH0023524637;20.1647
20.10.2011;CH0023524637;20.4128
21.10.2011;CH0023524637;20.4184
24.10.2011;CH0023524637;20.2982
25.10.2011;CH0023524637;20.1482
26.10.2011;CH0023524637;19.985
27.10.2011;CH0023524637;19.7208
28.10.2011;CH0023524637;19.3597
31.10.2011;CH0023524637;19.4495
01.11.2011;CH0023524637;19.5472
02.11.2011;CH0023524637;19.903
03.11.2011;CH0023524637;19.9609
04.11.2011;CH0023524637;19.7635
07.11.2011;CH0023524637;19.7531
08.11.2011;CH0023524637;19.6213
09.11.2011;CH0023524637;19.6247
10.11.2011;CH0023524637;19.5352
11.11.2011;CH0023524637;19.6786
14.11.2011;CH0023524637;19.624
15.11.2011;CH0023524637;19.5402
16.11.2011;CH0023524637;19.5228
17.11.2011;CH0023524637;19.5926
18.11.2011;CH0023524637;19.477
21.11.2011;CH0023524637;19.592
22.11.2011;CH0023524637;19.4503
23.11.2011;CH0023524637;19.4286
24.11.2011;CH0023524637;19.2589
25.11.2011;CH0023524637;19.3185
28.11.2011;CH0023524637;19.4642
29.11.2011;CH0023524637;19.3396
30.11.2011;CH0023524637;19.2118
01.12.2011;CH0023524637;19.2421
02.12.2011;CH0023524637;19.1899
05.12.2011;CH0023524637;19.1176
06.12.2011;CH0023524637;19.0688
07.12.2011;CH0023524637;19.1969
08.12.2011;CH0023524637;19.3339
09.12.2011;CH0023524637;19.2116
12.12.2011;CH0023524637;19.2674
13.12.2011;CH0023524637;19.2583
14.12.2011;CH0023524637;19.0676
15.12.2011;CH0023524637;19.1707
16.12.2011;CH0023524637;19.1743
20.12.2011;CH0023524637;22.8013
21.12.2011;CH0023524637;22.5885
22.12.2011;CH0023524637;22.4403
23.12.2011;CH0023524637;22.4218
27.12.2011;CH0023524637;22.515
28.12.2011;CH0023524637;22.3897
29.12.2011;CH0023524637;22.5127
30.12.2011;CH0023524637;22.4664
02.01.2012;CH0023524637;22.4664
03.01.2012;CH0023524637;22.3096
04.01.2012;CH0023524637;22.0958
05.01.2012;CH0023524637;22.1727
06.01.2012;CH0023524637;22.4075
09.01.2012;CH0023524637;22.4654
10.01.2012;CH0023524637;22.3261
11.01.2012;CH0023524637;22.1792
12.01.2012;CH0023524637;22.2503
13.01.2012;CH0023524637;22.405
16.01.2012;CH0023524637;22.449
17.01.2012;CH0023524637;22.2901
18.01.2012;CH0023524637;21.9986
19.01.2012;CH0023524637;21.997
20.01.2012;CH0023524637;21.7748
23.01.2012;CH0023524637;21.6583
24.01.2012;CH0023524637;21.5115
25.01.2012;CH0023524637;21.5188
26.01.2012;CH0023524637;21.5144
27.01.2012;CH0023524637;21.418
30.01.2012;CH0023524637;21.624
31.01.2012;CH0023524637;21.7677
01.02.2012;CH0023524637;21.84
02.02.2012;CH0023524637;21.7098
03.02.2012;CH0023524637;21.7301
06.02.2012;CH0023524637;21.5735
07.02.2012;CH0023524637;21.5883
08.02.2012;CH0023524637;21.5606
09.02.2012;CH0023524637;21.5441
10.02.2012;CH0023524637;21.6261
13.02.2012;CH0023524637;21.6923
14.02.2012;CH0023524637;21.57
15.02.2012;CH0023524637;21.5287
16.02.2012;CH0023524637;21.5438
17.02.2012;CH0023524637;21.405
20.02.2012;CH0023524637;21.2966
21.02.2012;CH0023524637;21.2618
22.02.2012;CH0023524637;21.2502
23.02.2012;CH0023524637;21.4245
24.02.2012;CH0023524637;21.3379
27.02.2012;CH0023524637;21.384
28.02.2012;CH0023524637;21.5303
29.02.2012;CH0023524637;21.5493
01.03.2012;CH0023524637;21.5747
02.03.2012;CH0023524637;21.5097
05.03.2012;CH0023524637;21.5502
06.03.2012;CH0023524637;21.8392
07.03.2012;CH0023524637;21.8052
08.03.2012;CH0023524637;21.4462
09.03.2012;CH0023524637;21.0712
12.03.2012;CH0023524637;21.1217
13.03.2012;CH0023524637;20.7726
14.03.2012;CH0023524637;20.7006
15.03.2012;CH0023524637;20.6941
16.03.2012;CH0023524637;20.5679
19.03.2012;CH0023524637;20.6044
20.03.2012;CH0023524637;20.7328
21.03.2012;CH0023524637;20.7761
22.03.2012;CH0023524637;20.9577
23.03.2012;CH0023524637;20.8855
26.03.2012;CH0023524637;20.7262
27.03.2012;CH0023524637;20.8101
28.03.2012;CH0023524637;20.841
29.03.2012;CH0023524637;21.0841
30.03.2012;CH0023524637;20.9613
02.04.2012;CH0023524637;20.6313
03.04.2012;CH0023524637;20.3863
04.04.2012;CH0023524637;20.4353
05.04.2012;CH0023524637;20.4042
10.04.2012;CH0023524637;20.9947
11.04.2012;CH0023524637;21.2039
12.04.2012;CH0023524637;21.0034
13.04.2012;CH0023524637;21.0849
16.04.2012;CH0023524637;21.0235
17.04.2012;CH0023524637;20.8996
18.04.2012;CH0023524637;20.7903
19.04.2012;CH0023524637;20.7218
20.04.2012;CH0023524637;20.6152
23.04.2012;CH0023524637;20.8831
24.04.2012;CH0023524637;20.8285
25.04.2012;CH0023524637;20.6827
26.04.2012;CH0023524637;20.6477
27.04.2012;CH0023524637;20.4099
30.04.2012;CH0023524637;20.4136
02.05.2012;CH0023524637;20.3958
03.05.2012;CH0023524637;20.361
04.05.2012;CH0023524637;20.4041
07.05.2012;CH0023524637;20.2882
08.05.2012;CH0023524637;20.4999
09.05.2012;CH0023524637;20.7099
10.05.2012;CH0023524637;20.6107
11.05.2012;CH0023524637;20.5361
14.05.2012;CH0023524637;20.8854
15.05.2012;CH0023524637;20.7793
16.05.2012;CH0023524637;20.9028
17.05.2012;CH0023524637;20.9028
18.05.2012;CH0023524637;21.1958
21.05.2012;CH0023524637;21.2845
22.05.2012;CH0023524637;20.8776
23.05.2012;CH0023524637;21.247
24.05.2012;CH0023524637;21.3648
25.05.2012;CH0023524637;21.2818
28.05.2012;CH0023524637;21.2818
29.05.2012;CH0023524637;21.207
30.05.2012;CH0023524637;21.6751
31.05.2012;CH0023524637;22.2122
01.06.2012;CH0023524637;22.6293
04.06.2012;CH0023524637;22.8612
05.06.2012;CH0023524637;22.7037
06.06.2012;CH0023524637;22.2396
07.06.2012;CH0023524637;21.7572
08.06.2012;CH0023524637;21.7437
11.06.2012;CH0023524637;21.5635
12.06.2012;CH0023524637;21.3759
13.06.2012;CH0023524637;21.523
14.06.2012;CH0023524637;21.6662
15.06.2012;CH0023524637;21.7231
19.06.2012;CH0023524637;19.0314
20.06.2012;CH0023524637;18.8788
21.06.2012;CH0023524637;18.6996
22.06.2012;CH0023524637;18.4579
25.06.2012;CH0023524637;18.4561
26.06.2012;CH0023524637;18.728
27.06.2012;CH0023524637;18.8146
28.06.2012;CH0023524637;18.7378
29.06.2012;CH0023524637;19.0958
02.07.2012;CH0023524637;18.7898
03.07.2012;CH0023524637;18.3091
04.07.2012;CH0023524637;18.1841
05.07.2012;CH0023524637;18.2173
06.07.2012;CH0023524637;18.1984
09.07.2012;CH0023524637;18.1709
10.07.2012;CH0023524637;18.356
11.07.2012;CH0023524637;18.2016
12.07.2012;CH0023524637;18.1471
13.07.2012;CH0023524637;18.4693
16.07.2012;CH0023524637;18.3713
17.07.2012;CH0023524637;18.342
18.07.2012;CH0023524637;18.3716
19.07.2012;CH0023524637;18.2037
20.07.2012;CH0023524637;17.9181
23.07.2012;CH0023524637;17.8802
24.07.2012;CH0023524637;18.5171
25.07.2012;CH0023524637;18.538
26.07.2012;CH0023524637;18.7194
27.07.2012;CH0023524637;18.5412
30.07.2012;CH0023524637;18.3098
31.07.2012;CH0023524637;17.9901
02.08.2012;CH0023524637;17.9706
03.08.2012;CH0023524637;18.1557
06.08.2012;CH0023524637;17.8384
07.08.2012;CH0023524637;17.7525
08.08.2012;CH0023524637;17.7395
09.08.2012;CH0023524637;17.9785
10.08.2012;CH0023524637;17.5964
13.08.2012;CH0023524637;17.7629
14.08.2012;CH0023524637;18.0243
15.08.2012;CH0023524637;18.0358
16.08.2012;CH0023524637;17.9979
17.08.2012;CH0023524637;18.0554
20.08.2012;CH0023524637;18.0882
21.08.2012;CH0023524637;18.3802
22.08.2012;CH0023524637;18.6423
23.08.2012;CH0023524637;18.6869
24.08.2012;CH0023524637;18.9348
27.08.2012;CH0023524637;18.9219
28.08.2012;CH0023524637;18.8151
29.08.2012;CH0023524637;19.0292
30.08.2012;CH0023524637;19.0301
31.08.2012;CH0023524637;19.017
03.09.2012;CH0023524637;18.9212
04.09.2012;CH0023524637;19.0274
05.09.2012;CH0023524637;18.817
06.09.2012;CH0023524637;18.4656
07.09.2012;CH0023524637;18.1705
10.09.2012;CH0023524637;18.1802
11.09.2012;CH0023524637;18.4071
12.09.2012;CH0023524637;19.8385
13.09.2012;CH0023524637;20.1578
14.09.2012;CH0023524637;19.8775
17.09.2012;CH0023524637;19.7184
18.09.2012;CH0023524637;19.7874
19.09.2012;CH0023524637;19.865
20.09.2012;CH0023524637;19.7864
21.09.2012;CH0023524637;19.7758
24.09.2012;CH0023524637;19.671
25.09.2012;CH0023524637;19.9836
26.09.2012;CH0023524637;19.8124
27.09.2012;CH0023524637;20.0633
28.09.2012;CH0023524637;20.0327
01.10.2012;CH0023524637;20.259
02.10.2012;CH0023524637;19.9497
03.10.2012;CH0023524637;19.9087
04.10.2012;CH0023524637;20.0132
05.10.2012;CH0023524637;19.9557
08.10.2012;CH0023524637;19.7181
09.10.2012;CH0023524637;19.3494
10.10.2012;CH0023524637;19.1547
11.10.2012;CH0023524637;18.8975
12.10.2012;CH0023524637;18.8229
15.10.2012;CH0023524637;18.6019
16.10.2012;CH0023524637;18.221
17.10.2012;CH0023524637;18.131
18.10.2012;CH0023524637;18.299
19.10.2012;CH0023524637;18.4083
22.10.2012;CH0023524637;18.4815
23.10.2012;CH0023524637;18.8696
24.10.2012;CH0023524637;19.0432
25.10.2012;CH0023524637;18.9225
26.10.2012;CH0023524637;18.8969
29.10.2012;CH0023524637;18.9398
30.10.2012;CH0023524637;18.8331
31.10.2012;CH0023524637;18.6758
01.11.2012;CH0023524637;18.3533
02.11.2012;CH0023524637;18.1241
05.11.2012;CH0023524637;18.3494
06.11.2012;CH0023524637;18.3351
07.11.2012;CH0023524637;18.338
08.11.2012;CH0023524637;18.3754
09.11.2012;CH0023524637;18.3277
12.11.2012;CH0023524637;18.4164
13.11.2012;CH0023524637;18.3238
14.11.2012;CH0023524637;18.3912
15.11.2012;CH0023524637;18.6102
16.11.2012;CH0023524637;18.7124
19.11.2012;CH0023524637;18.3578
20.11.2012;CH0023524637;18.0388
21.11.2012;CH0023524637;17.8444
22.11.2012;CH0023524637;17.5468
23.11.2012;CH0023524637;17.3139
26.11.2012;CH0023524637;17.3665
27.11.2012;CH0023524637;17.3759
28.11.2012;CH0023524637;17.2563
29.11.2012;CH0023524637;17.063
30.11.2012;CH0023524637;16.9749
03.12.2012;CH0023524637;17.0114
04.12.2012;CH0023524637;17.0816
05.12.2012;CH0023524637;17.3522
06.12.2012;CH0023524637;17.3361
07.12.2012;CH0023524637;17.4362
10.12.2012;CH0023524637;17.5961
11.12.2012;CH0023524637;17.5823
12.12.2012;CH0023524637;17.8108
13.12.2012;CH0023524637;17.7929
14.12.2012;CH0023524637;17.8739
17.12.2012;CH0023524637;17.9443
18.12.2012;CH0023524637;17.6091
19.12.2012;CH0023524637;17.4221
20.12.2012;CH0023524637;17.7838
21.12.2012;CH0023524637;18.1127
28.12.2012;CH0023524637;18.4971
02.01.2013;CH0023524637;18.4971
03.01.2013;CH0023524637;17.9923
04.01.2013;CH0023524637;17.6879
07.01.2013;CH0023524637;17.7439
08.01.2013;CH0023524637;17.4879
09.01.2013;CH0023524637;17.2849
10.01.2013;CH0023524637;17.3452
11.01.2013;CH0023524637;17.1735
14.01.2013;CH0023524637;17.1197
15.01.2013;CH0023524637;17.2675
16.01.2013;CH0023524637;17.0958
17.01.2013;CH0023524637;16.8869
18.01.2013;CH0023524637;17.2292
21.01.2013;CH0023524637;17.2677
22.01.2013;CH0023524637;17.1265
23.01.2013;CH0023524637;16.5614
24.01.2013;CH0023524637;16.3079
25.01.2013;CH0023524637;16.3189
28.01.2013;CH0023524637;16.2813
29.01.2013;CH0023524637;16.1826
30.01.2013;CH0023524637;16.5253
31.01.2013;CH0023524637;16.4901
01.02.2013;CH0023524637;16.5288
04.02.2013;CH0023524637;16.7406
05.02.2013;CH0023524637;16.6331
06.02.2013;CH0023524637;16.6196
07.02.2013;CH0023524637;16.8983
08.02.2013;CH0023524637;16.7276
11.02.2013;CH0023524637;16.6266
12.02.2013;CH0023524637;16.5241
13.02.2013;CH0023524637;16.3549
14.02.2013;CH0023524637;16.1779
15.02.2013;CH0023524637;16.0352
18.02.2013;CH0023524637;16.0403
19.02.2013;CH0023524637;15.7531
20.02.2013;CH0023524637;15.5938
21.02.2013;CH0023524637;16.3333
22.02.2013;CH0023524637;16.1022
25.02.2013;CH0023524637;16.0663
26.02.2013;CH0023524637;16.5408
27.02.2013;CH0023524637;16.4273
28.02.2013;CH0023524637;16.0144
01.03.2013;CH0023524637;16.0963
04.03.2013;CH0023524637;16.2172
05.03.2013;CH0023524637;15.6763
06.03.2013;CH0023524637;15.8701
07.03.2013;CH0023524637;15.9178
08.03.2013;CH0023524637;15.8821
11.03.2013;CH0023524637;15.8889
12.03.2013;CH0023524637;15.6585
13.03.2013;CH0023524637;16.0575
14.03.2013;CH0023524637;15.7336
15.03.2013;CH0023524637;15.8024
18.03.2013;CH0023524637;16.1916
19.03.2013;CH0023524637;16.6584
20.03.2013;CH0023524637;16.5652
21.03.2013;CH0023524637;17.0475
22.03.2013;CH0023524637;17.1148
25.03.2013;CH0023524637;17.0996
26.03.2013;CH0023524637;16.8621
27.03.2013;CH0023524637;16.8083
28.03.2013;CH0023524637;16.6237
02.04.2013;CH0023524637;16.543
03.04.2013;CH0023524637;16.4791
04.04.2013;CH0023524637;17.0612
05.04.2013;CH0023524637;17.6929
08.04.2013;CH0023524637;17.6248
09.04.2013;CH0023524637;17.4298
10.04.2013;CH0023524637;17.2288
11.04.2013;CH0023524637;16.659
12.04.2013;CH0023524637;16.8324
15.04.2013;CH0023524637;16.8104
16.04.2013;CH0023524637;16.9722
17.04.2013;CH0023524637;17.3601
18.04.2013;CH0023524637;17.6245
19.04.2013;CH0023524637;17.3205
22.04.2013;CH0023524637;17.2858
23.04.2013;CH0023524637;16.8828
24.04.2013;CH0023524637;16.6003
25.04.2013;CH0023524637;16.5543
26.04.2013;CH0023524637;16.7478
29.04.2013;CH0023524637;16.5419
30.04.2013;CH0023524637;16.7739
02.05.2013;CH0023524637;16.4724
03.05.2013;CH0023524637;16.1462
06.05.2013;CH0023524637;16.0184
07.05.2013;CH0023524637;15.863
08.05.2013;CH0023524637;15.3752
09.05.2013;CH0023524637;15.3752
10.05.2013;CH0023524637;16.3467
13.05.2013;CH0023524637;16.5661
14.05.2013;CH0023524637;16.6612
15.05.2013;CH0023524637;16.461
16.05.2013;CH0023524637;16.5834
17.05.2013;CH0023524637;16.9875
20.05.2013;CH0023524637;16.9875
21.05.2013;CH0023524637;17.4415
22.05.2013;CH0023524637;17.2941
23.05.2013;CH0023524637;18.061
24.05.2013;CH0023524637;18.1777
27.05.2013;CH0023524637;18.2495
28.05.2013;CH0023524637;18.1525
29.05.2013;CH0023524637;18.3697
30.05.2013;CH0023524637;18.7553
31.05.2013;CH0023524637;18.6737
03.06.2013;CH0023524637;19.0037
04.06.2013;CH0023524637;19.3842
05.06.2013;CH0023524637;19.3763
06.06.2013;CH0023524637;19.7273
07.06.2013;CH0023524637;19.8448
10.06.2013;CH0023524637;19.3887
11.06.2013;CH0023524637;19.309
12.06.2013;CH0023524637;19.7721
13.06.2013;CH0023524637;19.6526
14.06.2013;CH0023524637;19.7218
17.06.2013;CH0023524637;19.5859
18.06.2013;CH0023524637;19.4037
19.06.2013;CH0023524637;19.3024
20.06.2013;CH0023524637;19.5926
21.06.2013;CH0023524637;20.1105
25.06.2013;CH0023524637;20.711
26.06.2013;CH0023524637;20.3079
27.06.2013;CH0023524637;20.1826
28.06.2013;CH0023524637;20.1154
01.07.2013;CH0023524637;20.0906
02.07.2013;CH0023524637;20.1525
03.07.2013;CH0023524637;20.4508
04.07.2013;CH0023524637;20.0022
05.07.2013;CH0023524637;19.8172
08.07.2013;CH0023524637;20.1941
09.07.2013;CH0023524637;20.0042
10.07.2013;CH0023524637;19.7926
11.07.2013;CH0023524637;19.6359
12.07.2013;CH0023524637;19.562
15.07.2013;CH0023524637;19.5979
16.07.2013;CH0023524637;19.5356
17.07.2013;CH0023524637;19.6952
18.07.2013;CH0023524637;19.5503
19.07.2013;CH0023524637;19.1977
22.07.2013;CH0023524637;19.2114
23.07.2013;CH0023524637;18.9255
24.07.2013;CH0023524637;18.8255
25.07.2013;CH0023524637;18.5481
26.07.2013;CH0023524637;18.7521
29.07.2013;CH0023524637;18.978
30.07.2013;CH0023524637;18.9381
31.07.2013;CH0023524637;18.9342
02.08.2013;CH0023524637;18.9332
05.08.2013;CH0023524637;18.6572
06.08.2013;CH0023524637;18.4455
07.08.2013;CH0023524637;18.287
08.08.2013;CH0023524637;18.3391
09.08.2013;CH0023524637;18.2849
12.08.2013;CH0023524637;18.3722
13.08.2013;CH0023524637;18.3004
14.08.2013;CH0023524637;18.1994
15.08.2013;CH0023524637;17.9491
16.08.2013;CH0023524637;18.6729
19.08.2013;CH0023524637;18.7143
20.08.2013;CH0023524637;18.8069
21.08.2013;CH0023524637;18.8664
22.08.2013;CH0023524637;19.0743
23.08.2013;CH0023524637;18.7437
26.08.2013;CH0023524637;18.7009
27.08.2013;CH0023524637;18.5565
28.08.2013;CH0023524637;19.0874
29.08.2013;CH0023524637;19.4749
30.08.2013;CH0023524637;19.4855
02.09.2013;CH0023524637;19.7021
03.09.2013;CH0023524637;19.3248
04.09.2013;CH0023524637;19.3951
05.09.2013;CH0023524637;19.5442
06.09.2013;CH0023524637;19.9604
09.09.2013;CH0023524637;19.7864
10.09.2013;CH0023524637;19.8107
11.09.2013;CH0023524637;19.1782
12.09.2013;CH0023524637;19.1707
13.09.2013;CH0023524637;19.2649
16.09.2013;CH0023524637;19.0613
17.09.2013;CH0023524637;19.039
18.09.2013;CH0023524637;19.1024
19.09.2013;CH0023524637;19.0089
20.09.2013;CH0023524637;18.7597
23.09.2013;CH0023524637;18.7694
24.09.2013;CH0023524637;18.5451
25.09.2013;CH0023524637;18.5997
26.09.2013;CH0023524637;18.5665
27.09.2013;CH0023524637;18.2535
30.09.2013;CH0023524637;18.2996
01.10.2013;CH0023524637;18.4405
02.10.2013;CH0023524637;18.1291
03.10.2013;CH0023524637;18.465
04.10.2013;CH0023524637;18.5143
07.10.2013;CH0023524637;18.4429
08.10.2013;CH0023524637;18.611
09.10.2013;CH0023524637;18.6575
10.10.2013;CH0023524637;18.7253
11.10.2013;CH0023524637;18.4331
14.10.2013;CH0023524637;18.182
15.10.2013;CH0023524637;18.2506
16.10.2013;CH0023524637;17.8145
17.10.2013;CH0023524637;17.9273
18.10.2013;CH0023524637;17.7734
21.10.2013;CH0023524637;17.5189
22.10.2013;CH0023524637;17.2564
23.10.2013;CH0023524637;17.1741
24.10.2013;CH0023524637;17.1862
25.10.2013;CH0023524637;17.1203
28.10.2013;CH0023524637;17.1639
29.10.2013;CH0023524637;16.9533
30.10.2013;CH0023524637;17.0746
31.10.2013;CH0023524637;16.9969
01.11.2013;CH0023524637;16.6849
04.11.2013;CH0023524637;16.8569
05.11.2013;CH0023524637;16.8442
06.11.2013;CH0023524637;17.1226
07.11.2013;CH0023524637;16.7804
08.11.2013;CH0023524637;16.8775
11.11.2013;CH0023524637;16.8451
12.11.2013;CH0023524637;16.6866
13.11.2013;CH0023524637;16.8801
14.11.2013;CH0023524637;17.1088
15.11.2013;CH0023524637;16.5597
18.11.2013;CH0023524637;16.7268
19.11.2013;CH0023524637;16.5828
20.11.2013;CH0023524637;16.7235
21.11.2013;CH0023524637;16.9268
22.11.2013;CH0023524637;16.932
25.11.2013;CH0023524637;17.0877
26.11.2013;CH0023524637;16.8449
27.11.2013;CH0023524637;17.0125
28.11.2013;CH0023524637;16.9812
29.11.2013;CH0023524637;17.0206
02.12.2013;CH0023524637;17.0988
03.12.2013;CH0023524637;17.0581
04.12.2013;CH0023524637;17.6808
05.12.2013;CH0023524637;17.9048
06.12.2013;CH0023524637;17.9497
09.12.2013;CH0023524637;17.6339
10.12.2013;CH0023524637;17.5384
11.12.2013;CH0023524637;17.6623
12.12.2013;CH0023524637;17.4763
13.12.2013;CH0023524637;18.0888
16.12.2013;CH0023524637;18.1761
17.12.2013;CH0023524637;18.1446
18.12.2013;CH0023524637;18.2362
19.12.2013;CH0023524637;18.5686
20.12.2013;CH0023524637;17.8737
27.12.2013;CH0023524637;17.243
30.12.2013;CH0023524637;16.676
02.01.2014;CH0023524637;16.676
03.01.2014;CH0023524637;16.7977
06.01.2014;CH0023524637;16.7827
07.01.2014;CH0023524637;16.7245
08.01.2014;CH0023524637;16.6436
09.01.2014;CH0023524637;16.5986
10.01.2014;CH0023524637;16.7384
13.01.2014;CH0023524637;16.4489
14.01.2014;CH0023524637;16.5502
15.01.2014;CH0023524637;16.6238
16.01.2014;CH0023524637;16.7837
17.01.2014;CH0023524637;16.6173
20.01.2014;CH0023524637;16.6112
21.01.2014;CH0023524637;16.5567
22.01.2014;CH0023524637;16.6267
23.01.2014;CH0023524637;16.5955
24.01.2014;CH0023524637;16.6935
27.01.2014;CH0023524637;17.2093
28.01.2014;CH0023524637;17.3601
29.01.2014;CH0023524637;17.8499
30.01.2014;CH0023524637;18.1792
31.01.2014;CH0023524637;18.0032
03.02.2014;CH0023524637;17.5613
04.02.2014;CH0023524637;18.1019
05.02.2014;CH0023524637;18.0735
06.02.2014;CH0023524637;18.055
07.02.2014;CH0023524637;17.192
10.02.2014;CH0023524637;16.8732
11.02.2014;CH0023524637;16.8014
12.02.2014;CH0023524637;16.4663
13.02.2014;CH0023524637;16.6866
14.02.2014;CH0023524637;16.7206
17.02.2014;CH0023524637;16.9756
18.02.2014;CH0023524637;16.8651
19.02.2014;CH0023524637;16.7786
20.02.2014;CH0023524637;16.881
21.02.2014;CH0023524637;16.7185
24.02.2014;CH0023524637;16.4873
25.02.2014;CH0023524637;16.3519
26.02.2014;CH0023524637;16.2527
27.02.2014;CH0023524637;16.0528
28.02.2014;CH0023524637;16.7706
03.03.2014;CH0023524637;16.5886
04.03.2014;CH0023524637;16.9543
05.03.2014;CH0023524637;16.8114
06.03.2014;CH0023524637;16.6182
07.03.2014;CH0023524637;16.4835
10.03.2014;CH0023524637;16.8381
11.03.2014;CH0023524637;16.7435
12.03.2014;CH0023524637;16.7449
13.03.2014;CH0023524637;16.9874
14.03.2014;CH0023524637;17.163
17.03.2014;CH0023524637;17.6651
18.03.2014;CH0023524637;17.0995
19.03.2014;CH0023524637;17.1068
20.03.2014;CH0023524637;17.1151
21.03.2014;CH0023524637;16.7548
24.03.2014;CH0023524637;16.6612
25.03.2014;CH0023524637;17.0302
26.03.2014;CH0023524637;16.8476
27.03.2014;CH0023524637;16.9378
28.03.2014;CH0023524637;16.7752
31.03.2014;CH0023524637;16.9144
01.04.2014;CH0023524637;16.7255
02.04.2014;CH0023524637;16.6274
03.04.2014;CH0023524637;16.4784
04.04.2014;CH0023524637;16.3849
07.04.2014;CH0023524637;16.3729
08.04.2014;CH0023524637;16.7023
09.04.2014;CH0023524637;16.5701
10.04.2014;CH0023524637;16.609
11.04.2014;CH0023524637;16.6954
14.04.2014;CH0023524637;16.4049
15.04.2014;CH0023524637;16.4583
16.04.2014;CH0023524637;16.3495
17.04.2014;CH0023524637;16.47
22.04.2014;CH0023524637;16.4336
23.04.2014;CH0023524637;16.0798
24.04.2014;CH0023524637;16.041
25.04.2014;CH0023524637;15.9467
28.04.2014;CH0023524637;16.0966
29.04.2014;CH0023524637;16.1129
30.04.2014;CH0023524637;15.9551
02.05.2014;CH0023524637;15.827
05.05.2014;CH0023524637;15.8563
06.05.2014;CH0023524637;15.8469
07.05.2014;CH0023524637;15.7753
08.05.2014;CH0023524637;15.9819
09.05.2014;CH0023524637;15.9082
12.05.2014;CH0023524637;15.8572
13.05.2014;CH0023524637;15.4127
14.05.2014;CH0023524637;15.6254
15.05.2014;CH0023524637;15.4282
16.05.2014;CH0023524637;15.4273
19.05.2014;CH0023524637;15.2609
20.05.2014;CH0023524637;15.3893
21.05.2014;CH0023524637;15.4253
22.05.2014;CH0023524637;15.1331
23.05.2014;CH0023524637;15.0514
26.05.2014;CH0023524637;15.1292
27.05.2014;CH0023524637;14.9439
28.05.2014;CH0023524637;14.985
29.05.2014;CH0023524637;14.985
30.05.2014;CH0023524637;15.0133
02.06.2014;CH0023524637;15.2086
03.06.2014;CH0023524637;15.1356
